"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.269,0.309090909090909
"PE_vs_NP","Baseline",303,0.27,0.309090909090909
"PE_vs_NP","Baseline",303,0.271,0.309090909090909
"PE_vs_NP","Baseline",303,0.272,0.309090909090909
"PE_vs_NP","Baseline",303,0.273,0.309090909090909
"PE_vs_NP","Baseline",303,0.274,0.309090909090909
"PE_vs_NP","Baseline",303,0.275,0.309090909090909
"PE_vs_NP","Baseline",303,0.276,0.309781818181818
"PE_vs_NP","Baseline",303,0.277,0.311381818181818
"PE_vs_NP","Baseline",303,0.278,0.312981818181818
"PE_vs_NP","Baseline",303,0.279,0.314581818181818
"PE_vs_NP","Baseline",303,0.28,0.316181818181818
"PE_vs_NP","Baseline",303,0.281,0.317781818181818
"PE_vs_NP","Baseline",303,0.282,0.318181818181818
"PE_vs_NP","Baseline",303,0.283,0.318181818181818
"PE_vs_NP","Baseline",303,0.284,0.318181818181818
"PE_vs_NP","Baseline",303,0.285,0.318181818181818
"PE_vs_NP","Baseline",303,0.286,0.318181818181818
"PE_vs_NP","Baseline",303,0.287,0.318181818181818
"PE_vs_NP","Baseline",303,0.288,0.318181818181818
"PE_vs_NP","Baseline",303,0.289,0.318181818181818
"PE_vs_NP","Baseline",303,0.29,0.318181818181818
"PE_vs_NP","Baseline",303,0.291,0.318181818181818
"PE_vs_NP","Baseline",303,0.292,0.318181818181818
"PE_vs_NP","Baseline",303,0.293,0.318181818181818
"PE_vs_NP","Baseline",303,0.294,0.318181818181818
"PE_vs_NP","Baseline",303,0.295,0.318181818181818
"PE_vs_NP","Baseline",303,0.296,0.318181818181818
"PE_vs_NP","Baseline",303,0.297,0.318181818181818
"PE_vs_NP","Baseline",303,0.298,0.318181818181818
"PE_vs_NP","Baseline",303,0.299,0.318181818181818
"PE_vs_NP","Baseline",303,0.3,0.318181818181818
"PE_vs_NP","Baseline",303,0.301,0.318181818181818
"PE_vs_NP","Baseline",303,0.302,0.318181818181818
"PE_vs_NP","Baseline",303,0.303,0.318181818181818
"PE_vs_NP","Baseline",303,0.304,0.318181818181818
"PE_vs_NP","Baseline",303,0.305,0.318181818181818
"PE_vs_NP","Baseline",303,0.306,0.318181818181818
"PE_vs_NP","Baseline",303,0.307,0.318181818181818
"PE_vs_NP","Baseline",303,0.308,0.318181818181818
