"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.46,0.54
"PE_vs_NP","Baseline",303,0.461,0.54
"PE_vs_NP","Baseline",303,0.462,0.54
"PE_vs_NP","Baseline",303,0.463,0.54
"PE_vs_NP","Baseline",303,0.464,0.54
"PE_vs_NP","Baseline",303,0.465,0.54
"PE_vs_NP","Baseline",303,0.466,0.54
"PE_vs_NP","Baseline",303,0.467,0.54
"PE_vs_NP","Baseline",303,0.468,0.54
"PE_vs_NP","Baseline",303,0.469,0.54
"PE_vs_NP","Baseline",303,0.47,0.54
"PE_vs_NP","Baseline",303,0.471,0.54
"PE_vs_NP","Baseline",303,0.472,0.54
"PE_vs_NP","Baseline",303,0.473,0.54
"PE_vs_NP","Baseline",303,0.474,0.54
"PE_vs_NP","Baseline",303,0.475,0.54
"PE_vs_NP","Baseline",303,0.476,0.54
"PE_vs_NP","Baseline",303,0.477,0.54
"PE_vs_NP","Baseline",303,0.478,0.546666666666667
"PE_vs_NP","Baseline",303,0.479,0.546666666666667
"PE_vs_NP","Baseline",303,0.48,0.546666666666667
"PE_vs_NP","Baseline",303,0.481,0.549986666666666
"PE_vs_NP","Baseline",303,0.482,0.553333333333333
"PE_vs_NP","Baseline",303,0.483,0.553333333333333
"PE_vs_NP","Baseline",303,0.484,0.553333333333333
"PE_vs_NP","Baseline",303,0.485,0.553333333333333
"PE_vs_NP","Baseline",303,0.486,0.553333333333333
"PE_vs_NP","Baseline",303,0.487,0.553333333333333
"PE_vs_NP","Baseline",303,0.488,0.553333333333333
"PE_vs_NP","Baseline",303,0.489,0.553333333333333
"PE_vs_NP","Baseline",303,0.49,0.554733333333333
"PE_vs_NP","Baseline",303,0.491,0.557446666666667
"PE_vs_NP","Baseline",303,0.492,0.564026666666667
"PE_vs_NP","Baseline",303,0.493,0.566666666666667
"PE_vs_NP","Baseline",303,0.494,0.566666666666667
"PE_vs_NP","Baseline",303,0.495,0.566666666666667
"PE_vs_NP","Baseline",303,0.496,0.566666666666667
"PE_vs_NP","Baseline",303,0.497,0.573333333333333
"PE_vs_NP","Baseline",303,0.498,0.573333333333333
"PE_vs_NP","Baseline",303,0.499,0.575613333333333
"PE_vs_NP","Baseline",303,0.5,0.58
"PE_vs_NP","Baseline",303,0.501,0.58
"PE_vs_NP","Baseline",303,0.502,0.58
"PE_vs_NP","Baseline",303,0.503,0.58
"PE_vs_NP","Baseline",303,0.504,0.58
"PE_vs_NP","Baseline",303,0.505,0.58
"PE_vs_NP","Baseline",303,0.506,0.58
"PE_vs_NP","Baseline",303,0.507,0.58
"PE_vs_NP","Baseline",303,0.508,0.586666666666667
"PE_vs_NP","Baseline",303,0.509,0.586666666666667
"PE_vs_NP","Baseline",303,0.51,0.587955555555556
